Latitude,Longitude,n,location_id
41.65732133,-87.606363157,0.0,162
41.657321469,-87.606385112,0.0,163
41.657321574,-87.605967939,0.0,164
41.657321724,-87.606425363,0.0,165
41.657321922,-87.606022826,0.6931471805599453,166
41.657322315,-87.606085032,0.0,167
41.657323784,-87.59897846,0.0,168
41.65753794,-87.597706211,0.0,169
41.657596239,-87.603406917,0.0,170
41.657603219,-87.600622022,0.0,171
41.657609124,-87.597679785,0.0,172
41.657644704,-87.597664742,0.0,173
41.657680675,-87.605469877,0.0,174
41.657736191,-87.603405336,0.0,175
41.657902256,-87.597599601,0.0,176
41.657905826,-87.599875727,0.0,177
41.657907623,-87.600157483,0.0,178
41.657911061,-87.601127194,0.0,179
41.657912296,-87.60132113,0.0,180
41.657912552,-87.601361381,0.0,181
41.657960446,-87.543512514,0.0,182
41.657966723,-87.603406393,0.0,183
41.658011951,-87.597587374,0.0,184
41.65803116,-87.597587155,0.0,185
41.658069555,-87.597583059,0.0,186
41.658145977,-87.635808786,0.0,187
41.658147655,-87.635633114,0.0,188
41.658160906,-87.547132912,0.0,189
41.65816659,-87.548366075,0.0,190
41.65819033,-87.633173501,0.0,191
41.658194487,-87.603403821,0.0,192
41.65824289,-87.615885669,0.6931471805599453,193
41.658259093,-87.600618247,0.0,194
41.65826567,-87.615138887,0.6931471805599453,195
41.658268087,-87.556843786,0.0,196
41.658328297,-87.547130877,0.0,197
41.658338043,-87.605268523,0.6931471805599453,198
41.658374668,-87.646440719,0.6931471805599453,199
41.658431482,-87.645386189,0.0,200
41.658432362,-87.610646873,0.0,201
41.658434155,-87.639439527,0.0,202
41.658435546,-87.555634153,0.0,203
41.658442731,-87.644515116,0.0,204
41.658443824,-87.639677288,0.0,205
41.658613246,-87.605389846,0.0,206
41.658613547,-87.605437416,0.6931471805599453,207
41.658709121,-87.604495853,0.6931471805599453,208
41.658720498,-87.599383432,0.0,209
41.658871865,-87.559288387,0.0,210
41.659013549,-87.634061162,0.6931471805599453,211
41.659079156,-87.644929177,0.0,212
41.659104256,-87.617588756,0.0,213
41.659106762,-87.617991273,0.0,214
41.659108528,-87.597834717,0.0,215
41.659133631,-87.609134976,0.0,216
41.659162216,-87.601947389,0.0,217
41.659173524,-87.640082982,0.0,218
41.659174018,-87.565055802,0.0,219
41.659184048,-87.569029902,0.0,220
41.659190406,-87.557282825,0.0,221
41.659195145,-87.579854583,0.0,222
41.659221017,-87.64250141,0.0,223
41.659236662,-87.640085964,0.0,224
41.659368402,-87.597703677,0.0,225
41.659934722,-87.642530377,0.0,226
41.659939295,-87.643748959,0.0,227
41.659967652,-87.642530025,0.0,228
41.660001701,-87.637710027,0.0,229
41.660059366,-87.634097422,0.0,230
41.66007011,-87.641313957,0.0,231
41.660073876,-87.64011724,0.0,232
41.660086808,-87.634097125,0.0,233
41.660114966,-87.643754404,0.0,234
41.660119738,-87.634096769,0.0,235
41.660155434,-87.634100042,0.0,236
41.660263235,-87.57868205,0.0,237
41.660337264,-87.550766006,0.0,238
41.660375681,-87.550765541,0.0,239
41.660782162,-87.646557859,0.0,240
41.660840686,-87.638941603,0.0,241
41.660998006,-87.64547964,0.0,242
41.661025586,-87.637750242,0.0,243
41.66104382,-87.638950399,0.6931471805599453,244
41.662062316,-87.635382256,0.0,245
41.662232399,-87.638996185,0.6931471805599453,246
41.662319428,-87.636598155,0.0,247
41.662365549,-87.634701939,0.0,248
41.662420022,-87.637801109,0.0,249
41.662483845,-87.643838921,0.0,250
41.662582935,-87.636606294,0.0,251
41.663028573,-87.635423057,0.0,252
41.663325009,-87.630925692,0.0,253
41.663434927,-87.623356137,0.0,254
41.663910229,-87.622110251,0.0,255
41.664128073,-87.640249425,0.0,256
41.664160537,-87.619988479,0.0,257
41.664246127,-87.635720992,0.0,258
41.664247982,-87.63557458,0.0,259
41.664299092,-87.628210514,0.0,260
41.664363212,-87.630614304,1.0986122886681098,261
41.664481256,-87.63062034,0.0,262
41.665052041,-87.556835476,0.0,263
41.665150445,-87.63595644,0.0,264
41.665165239,-87.620032286,0.0,265
41.665175581,-87.634221401,0.0,266
41.665426391,-87.621431131,0.0,267
41.665814864,-87.558853882,2.1972245773362196,268
41.666052263,-87.63623218,0.0,269
41.666076093,-87.637900837,0.0,270
41.666083358,-87.628282543,0.0,271
41.666090644,-87.63351612,0.0,272
41.666137334,-87.640315714,0.0,273
41.66614306,-87.540576095,0.0,274
41.666174519,-87.549564414,0.0,275
41.666189205,-87.558611502,0.0,276
41.666243532,-87.637906355,0.0,277
41.66630576,-87.63188879,0.0,278
41.666453001,-87.640326968,0.0,279
41.666730582,-87.636309041,0.0,280
41.666927144,-87.558975969,0.0,281
41.6669313,-87.621151036,0.0,282
41.667016392,-87.621153758,0.0,283
41.667349585,-87.641558084,0.0,284
41.667505513,-87.54956291,1.0986122886681098,285
41.667709247,-87.619590626,0.0,286
41.667793576,-87.635558256,0.0,287
41.667837449,-87.631945363,0.0,288
41.667971048,-87.629557589,0.0,289
41.667994695,-87.627149047,0.0,290
41.668059454,-87.624740052,0.0,291
41.668088966,-87.640382624,0.0,292
41.668107345,-87.630752929,0.0,293
41.668133569,-87.6247429,0.0,294
41.668212244,-87.625931543,0.0,295
41.668237195,-87.640388354,0.0,296
41.668263813,-87.637979773,0.0,297
41.668269894,-87.625934572,0.0,298
41.668331588,-87.635578066,0.6931471805599453,299
41.668549552,-87.622333693,0.0,300
41.668760704,-87.63755352,0.0,301
41.668903538,-87.624104926,0.0,302
41.66891616,-87.54957142,0.0,303
41.668972648,-87.618427412,0.6931471805599453,304
41.669184043,-87.544202513,0.0,305
41.669326636,-87.544186131,0.6931471805599453,306
41.669612397,-87.640435828,0.0,307
41.669622639,-87.634422174,0.6931471805599453,308
41.669637236,-87.636826702,0.0,309
41.669672932,-87.636829977,0.0,310
41.669674511,-87.641635676,0.0,311
41.669685689,-87.638030354,0.0,312
41.669692141,-87.63682977,0.0,313
41.669701303,-87.635625497,0.0,314
41.669705805,-87.629611897,0.0,315
41.669708328,-87.625999347,0.0,316
41.669724107,-87.638029941,0.6931471805599453,317
41.669841892,-87.623626132,0.0,318
41.670013948,-87.624824762,0.0,319
41.670033157,-87.624824552,0.0,320
41.670052541,-87.639245228,0.0,321
41.670088253,-87.628429171,0.0,322
41.670135865,-87.638047471,0.0,323
41.670169526,-87.626023579,0.0,324
41.670220018,-87.628435054,0.0,325
41.670231836,-87.627230741,0.0,326
41.670290862,-87.658059443,0.0,327
41.670315117,-87.656584153,0.0,328
41.670593632,-87.636146584,0.0,329
41.671241096,-87.65631092,0.0,330
41.671257198,-87.650220188,0.0,331
41.671293614,-87.652657494,0.0,332
41.671345244,-87.64290984,0.0,333
41.671350884,-87.65631343,0.0,334
41.671364454,-87.642909635,0.0,335
41.671367728,-87.652660373,0.0,336
41.671451616,-87.636887668,0.0,337
41.671453418,-87.638091856,0.0,338
41.67151622,-87.649013241,0.0,339
41.671534594,-87.624870311,0.0,340
41.67153755,-87.628475583,0.0,341
41.671549506,-87.630876549,0.0,342
41.671572865,-87.650231491,0.0,343
41.671591057,-87.65144649,0.0,344
41.671609543,-87.649015912,0.0,345
41.671619054,-87.636893184,0.0,346
41.671626956,-87.647793216,0.0,347
41.67165408,-87.621556507,0.0,348
41.671664574,-87.645362433,0.0,349
41.67177464,-87.634494061,0.0,350
41.671779212,-87.635698225,0.0,351
41.671869471,-87.62488128,0.0,352
41.671869683,-87.628486601,0.0,353
41.671879673,-87.64051034,0.0,354
41.671928269,-87.638105047,0.0,355
41.672139993,-87.656565038,0.0,356
41.672181636,-87.620331834,0.0,357
41.672331106,-87.643473965,0.0,358
41.672823196,-87.655145012,0.0,359
41.672987454,-87.658807241,0.6931471805599453,360
41.673087456,-87.620362101,0.6931471805599453,361
41.67311811,-87.660028417,0.0,362
41.673118459,-87.642971418,0.0,363
41.673207966,-87.617674109,0.0,364
41.673301669,-87.636948252,0.0,365
41.673318164,-87.633339009,0.0,366
41.673367407,-87.640560272,0.0,367
41.673392279,-87.633341866,0.0,368
41.673426777,-87.641760219,0.0,369
41.673430417,-87.626123311,0.0,370
41.673440338,-87.623725696,0.0,371
41.67345991,-87.638154451,0.0,372
41.673548279,-87.616795523,0.0,373
41.673550064,-87.61664177,0.0,374
41.673554115,-87.616411124,0.0,375
41.673645535,-87.576314918,0.0,376
41.673691481,-87.633353266,0.0,377
41.673866586,-87.622535064,0.0,378
41.674080811,-87.617697384,0.0,379
41.674274854,-87.624653583,0.0,380
41.674340927,-87.616720845,0.0,381
41.67443174,-87.616320857,1.0986122886681098,382
41.674733942,-87.622558465,0.0,383
41.674754067,-87.660084575,0.0,384
41.67492092,-87.657652329,0.0,385
41.675165651,-87.640676424,1.3862943611198906,386
41.675176346,-87.629786575,0.0,387
41.675189177,-87.630987052,0.6931471805599453,388
41.675244082,-87.630990115,0.0,389
41.675248383,-87.624983322,0.0,390
41.675269519,-87.626187368,0.0,391
41.675275589,-87.660101103,0.0,392
41.675288728,-87.626187158,0.0,393
41.675301988,-87.621666393,1.0986122886681098,394
41.675334477,-87.641823987,0.0,395
41.675387461,-87.615991793,0.6931471805599453,396
41.675389017,-87.615801433,0.0,397
41.675393505,-87.640688622,0.0,398
41.675416129,-87.632199846,0.0,399
41.675510399,-87.634611049,0.0,400
41.675523891,-87.641832941,0.0,401
41.675571443,-87.626195045,0.0,402
41.675584514,-87.634613908,0.0,403
41.675635706,-87.632204784,0.0,404
41.67578264,-87.61775174,0.0,405
41.676043402,-87.617759833,0.0,406
41.676063226,-87.616537019,0.0,407
41.676094049,-87.632661028,0.6931471805599453,408
41.676213523,-87.621733221,0.0,409
41.676243992,-87.619565885,0.0,410
41.676249496,-87.619126568,0.0,411
41.676726717,-87.622620731,0.0,412
41.676825943,-87.620474582,0.0,413
41.676878082,-87.620474006,0.0,414
41.676880412,-87.6226227,0.6931471805599453,415
41.67693774,-87.634657839,0.0,416
41.676995279,-87.631040625,0.0,417
41.677044553,-87.641882552,0.0,418
41.677054771,-87.63224429,0.0,419
41.677152735,-87.633458522,0.0,420
41.677161987,-87.619347092,1.0986122886681098,421
41.677165769,-87.619072511,0.6931471805599453,422
41.677168841,-87.654909044,0.0,423
41.677196508,-87.640683932,0.0,424
41.677231384,-87.638278589,0.0,425
41.677236654,-87.623870682,0.0,426
41.677251761,-87.616575078,0.0,427
41.677288675,-87.682270302,0.0,428
41.677296356,-87.625096305,0.0,429
41.677339842,-87.672005629,0.0,430
41.677361804,-87.671053664,0.0,431
41.677425416,-87.635878846,0.0,432
41.677427958,-87.667304587,1.0986122886681098,433
41.677464116,-87.665495904,0.0,434
41.677478385,-87.631057336,0.0,435
41.677486509,-87.664155912,0.0,436
41.67749962,-87.656552816,0.0,437
41.677513514,-87.615422762,0.0,438
41.677528678,-87.626279775,0.0,439
41.677568772,-87.659447589,0.6931471805599453,440
41.677621514,-87.622643831,0.0,441
41.677732597,-87.64770646,0.0,442
41.677755608,-87.661360114,0.0,443
41.677797185,-87.622649219,0.0,444
41.677830552,-87.620503762,0.0,445
41.677899966,-87.634036117,0.0,446
41.677912801,-87.632989055,0.0,447
41.677914697,-87.632849933,0.0,448
41.677927829,-87.631403865,0.0,449
41.677942802,-87.630261604,0.0,450
41.677976261,-87.662488937,0.0,451
41.677990458,-87.62595259,0.0,452
41.678007411,-87.624250238,0.0,453
41.678032666,-87.622119506,0.0,454
41.67807067,-87.619838547,0.0,455
41.67807221,-87.61964452,0.0,456
41.678078578,-87.619344282,0.0,457
41.678078737,-87.619369904,0.0,458
41.678122779,-87.616305512,0.6931471805599453,459
41.678123091,-87.658973251,0.0,460
41.678348206,-87.67508119,0.0,461
41.67851222,-87.680742478,0.0,462
41.678519693,-87.662497935,0.0,463
41.678572134,-87.660202189,0.0,464
41.67857675,-87.622677248,0.0,465
41.678621071,-87.620527983,0.0,466
41.678681944,-87.660208366,0.0,467
41.678689445,-87.617840339,0.0,468
41.678715212,-87.671131303,0.0,469
41.67873454,-87.656547199,0.0,470
41.678752826,-87.644382771,0.0,471
41.678789423,-87.656546624,0.0,472
41.678814185,-87.639528133,0.0,473
41.678830486,-87.646812596,0.0,474
41.67883435,-87.638323571,0.0,475
41.678879166,-87.633498386,0.0,476
41.678892879,-87.662490399,0.0,477
41.678906664,-87.637122108,0.0,478
41.678923474,-87.66021317,0.0,479
41.678955938,-87.644387926,0.0,480
41.679007276,-87.638329032,0.0,481
41.679020128,-87.635920197,0.6931471805599453,482
41.679032835,-87.626321881,0.0,483
41.679064926,-87.638332072,0.0,484
41.679118875,-87.639539503,0.0,485
41.679131729,-87.637127003,0.0,486
41.67917017,-87.63713025,0.0,487
41.679177459,-87.638334522,0.0,488
41.679235108,-87.638337563,0.0,489
41.679267846,-87.623932568,0.0,490
41.679316937,-87.676996821,0.0,491
41.679592498,-87.617866943,0.6931471805599453,492
41.679615324,-87.643139927,0.0,493
41.679622543,-87.62270967,0.0,494
41.679688566,-87.61786954,0.0,495
41.679706321,-87.635034227,0.0,496
41.67971691,-87.634067696,0.0,497
41.679751143,-87.630681202,0.0,498
41.679755221,-87.630450535,0.0,499
41.679798118,-87.626705197,0.0,500
41.679813269,-87.625599506,0.0,501
41.679861881,-87.621916331,0.0,502
41.680225874,-87.641987603,0.6931471805599453,503
41.68027306,-87.672876132,0.0,504
41.680316221,-87.659041872,0.0,505
41.68035812,-87.640251012,0.0,506
41.680404696,-87.672860143,0.0,507
41.680413203,-87.617890798,0.0,508
41.680418426,-87.662437948,1.3862943611198906,509
41.680426009,-87.659044387,0.0,510
41.680446133,-87.617890434,0.0,511
41.680467536,-87.661449044,0.0,512
41.680498454,-87.657828272,0.0,513
41.680536038,-87.645655985,0.0,514
41.680559288,-87.706339549,0.0,515
41.680571712,-87.645655605,0.0,516
41.680575258,-87.670072588,0.0,517
41.680612656,-87.65904976,0.0,518
41.680615764,-87.661454824,0.0,519
41.680637549,-87.671356864,0.0,520
41.68064833,-87.659049387,0.0,521
41.680650348,-87.64687379,0.0,522
41.680680014,-87.654176627,0.0,523
41.680688405,-87.660267992,0.6931471805599453,524
41.680692908,-87.662446079,0.0,525
41.680775901,-87.63990242,0.0,526
41.680795031,-87.626375806,0.0,527
41.68083259,-87.634762139,0.0,528
41.680882936,-87.633564533,0.0,529
41.680897528,-87.632356331,0.0,530
41.680910298,-87.629954748,0.0,531
41.680944579,-87.537194968,0.0,532
41.68094487,-87.538029611,0.0,533
41.680969131,-87.669845238,0.0,534
41.681024574,-87.627555715,0.0,535
41.681099281,-87.622755656,0.0,536
41.681135976,-87.669748344,0.0,537
41.681154187,-87.622758713,0.6931471805599453,538
41.68131742,-87.68082762,0.0,539
41.681395882,-87.708780485,0.0,540
41.681526142,-87.635087768,0.0,541
41.681534834,-87.634260339,0.0,542
41.681551307,-87.632909334,0.0,543
41.681570522,-87.619528989,0.0,544
41.681570726,-87.67904226,0.0,545
41.681577303,-87.63087366,0.0,546
41.681585191,-87.630368387,0.0,547
41.681610403,-87.674458558,0.0,548
41.681613105,-87.626864718,0.0,549
41.681613308,-87.626897663,0.0,550
41.681629499,-87.620630231,0.0,551
41.68163508,-87.674454645,0.0,552
41.681648141,-87.621867369,0.0,553
41.681852837,-87.68329691,0.6931471805599453,554
41.681860065,-87.639927388,0.0,555
41.681904737,-87.646911709,0.0,556
41.681929492,-87.672676154,0.0,557
41.68213765,-87.660307801,0.0,558
41.682140228,-87.61670387,0.0,559
41.682145767,-87.654223448,0.0,560
41.682157052,-87.650569839,0.0,561
41.682195492,-87.650573093,1.0986122886681098,562
41.682211957,-87.650572919,0.0,563
41.682224699,-87.622794525,0.0,564
41.682249892,-87.637225182,0.0,565
41.682307027,-87.651794628,0.0,566
41.682318913,-87.67262824,0.0,567
41.682334926,-87.620651734,0.0,568
41.68234443,-87.670387555,0.6931471805599453,569
41.682356024,-87.646196713,0.0,570
41.682362929,-87.650578645,0.0,571
41.682375886,-87.644929857,0.0,572
41.682413647,-87.634814594,0.0,573
41.68249346,-87.626770889,0.6931471805599453,574
41.682493775,-87.626822137,0.0,575
41.682497086,-87.654230736,0.0,576
41.682500489,-87.656668814,0.0,577
41.682502118,-87.638544023,0.6931471805599453,578
41.682505165,-87.637233413,0.6931471805599453,579
41.682516959,-87.632400989,0.0,580
41.682523436,-87.634817067,0.0,581
41.682526098,-87.642065485,0.0,582
41.682536168,-87.632400781,0.0,583
41.682549287,-87.622029502,0.0,584
41.682560193,-87.620246556,0.0,585
41.682593065,-87.615827567,0.6931471805599453,586
41.682594414,-87.615604242,0.0,587
41.682596015,-87.615421182,0.0,588
41.682597264,-87.644777403,0.0,589
41.682598713,-87.61497453,0.0,590
41.682614691,-87.648152509,0.0,591
41.682633922,-87.648155966,0.0,592
41.682683539,-87.67735432,0.0,593
41.682696383,-87.644831259,0.0,594
41.68272063,-87.681461413,0.0,595
41.682746663,-87.633617557,0.0,596
41.682761255,-87.63240932,0.6931471805599453,597
41.682785926,-87.628814102,0.0,598
41.682840831,-87.628817164,0.0,599
41.682845565,-87.668775297,0.0,600
41.682951894,-87.6389492,0.0,601
41.683205413,-87.616765268,0.0,602
41.683224114,-87.708872632,0.0,603
41.683348729,-87.635144942,0.0,604
41.683396979,-87.638578326,0.0,605
41.683475205,-87.646111588,0.0,606
41.683576576,-87.625287362,0.0,607
41.683596628,-87.642105279,0.0,608
41.683606608,-87.680899675,0.0,609
41.683634225,-87.625290391,0.0,610
41.683852526,-87.645419322,0.0,611
41.683859761,-87.659143991,0.0,612
41.683866104,-87.651844072,0.6931471805599453,613
41.683867795,-87.537664136,0.0,614
41.683898201,-87.65914725,0.0,615
41.683903381,-87.536462923,0.0,616
41.683903822,-87.679113808,0.0,617
41.683935861,-87.721810757,0.6931471805599453,618
41.683935959,-87.721829061,0.0,619
41.683938235,-87.721741177,0.6931471805599453,620
41.683938313,-87.72175582,1.0986122886681098,621
41.683938411,-87.721774124,0.0,622
41.683945618,-87.619729715,0.0,623
41.683979017,-87.614959177,0.0,624
41.683987129,-87.614062164,0.0,625
41.683994401,-87.679116551,0.0,626
41.684014311,-87.651846169,0.0,627
41.684014753,-87.626476016,0.0,628
41.684023827,-87.680913765,0.0,629
41.684046923,-87.638047823,0.0,630
41.684111067,-87.654283322,0.0,631
41.684156333,-87.672404431,0.0,632
41.684192881,-87.684598614,0.0,633
41.684207771,-87.656720484,0.0,634
41.684252241,-87.701160084,0.0,635
41.684268728,-87.659154365,0.0,636
41.684295318,-87.667954973,0.0,637
41.684297713,-87.654288682,0.0,638
41.684367101,-87.636085776,0.0,639
41.684368395,-87.651857076,1.0986122886681098,640
41.684401768,-87.633661861,0.0,641
41.684439025,-87.649425466,0.0,642
41.684481705,-87.685203429,0.0,643
41.684551856,-87.634875669,0.0,644
41.684560337,-87.617962008,0.0,645
41.684648775,-87.630067791,0.0,646
41.684741084,-87.540131838,0.0,647
41.684809877,-87.642147208,0.0,648
41.6848407,-87.660286954,0.0,649
41.684871205,-87.637303095,0.0,650
41.684882053,-87.657046567,0.0,651
41.684914353,-87.654611685,0.0,652
41.684973678,-87.650265488,0.0,653
41.684992237,-87.620779831,0.0,654
41.684994388,-87.648672746,0.0,655
41.685068588,-87.643184156,0.0,656
41.68508339,-87.611201716,0.0,657
41.685135778,-87.637940915,0.0,658
41.685154261,-87.63646168,0.6931471805599453,659
41.685154594,-87.636516591,0.0,660
41.685162162,-87.635502418,0.0,661
41.685254927,-87.628219715,0.0,662
41.685273803,-87.626824673,0.0,663
41.685332125,-87.622042783,0.0,664
41.685340153,-87.7201134,0.0,665
41.685350377,-87.620116901,0.0,666
41.685353775,-87.619780052,0.0,667
41.685379492,-87.617736935,0.0,668
41.685380298,-87.617425742,0.0,669
41.685392181,-87.616250432,0.0,670
41.685418471,-87.613870494,0.0,671
41.68543577,-87.710337614,0.0,672
41.685522162,-87.532855176,0.0,673
41.685596064,-87.531646132,0.0,674
41.685610691,-87.664317022,0.0,675
41.68561756,-87.687099417,0.6931471805599453,676
41.685640308,-87.53405818,0.6931471805599453,677
41.685702753,-87.678875923,0.0,678
41.685729622,-87.613160452,0.6931471805599453,679
41.685735459,-87.6822181,0.0,680
41.685742374,-87.660548472,0.6931471805599453,681
41.685744165,-87.705483787,0.0,682
41.685763141,-87.671688732,0.6931471805599453,683
41.685765863,-87.65893738,0.0,684
41.685776232,-87.67015097,0.0,685
41.685782217,-87.657516734,0.0,686
41.685784466,-87.657432507,0.0,687
41.685786555,-87.646215127,0.0,688
41.685820011,-87.672987812,0.6931471805599453,689
41.685861995,-87.651046873,0.0,690
41.685924849,-87.682223513,0.0,691
41.685990395,-87.701838665,0.6931471805599453,692
41.686001128,-87.642182051,0.0,693
41.686002713,-87.66850118,0.0,694
41.686085331,-87.669975727,0.0,695
41.68608988,-87.640969299,0.0,696
41.686104369,-87.664736588,0.0,697
41.686105347,-87.627719851,0.0,698
41.686128543,-87.668430325,0.6931471805599453,699
41.686140161,-87.656784442,0.0,700
41.686196609,-87.665024855,0.0,701
41.68619909,-87.666869995,0.0,702
41.686202413,-87.640971754,0.0,703
41.686210708,-87.637347235,0.6931471805599453,704
41.686216824,-87.623984372,0.0,705
41.686259878,-87.648271259,0.0,706
41.686281994,-87.630123226,0.0,707
41.686346773,-87.681615185,0.0,708
41.686352947,-87.651923999,0.0,709
41.686381699,-87.615620727,0.0,710
41.686389082,-87.640980735,0.0,711
41.686415713,-87.655577068,0.0,712
